Constituency,No,Name,Gender,Category,Party,General Vote,Postal Vote,Total,PctVotes
Behala Paschim,5,SANAT KUMAR BHAKAT,M,SC,IND Rubber,872,1,873,0.38
Behala Paschim,6,AMAL DHALI,M,SC,BSP,855,7,862,0.37
Behala Paschim,7,MRIDUL OJHA,M,SC,IND,550,0,550,0.24
Behala Paschim,8,ARUNA RAY,F,GEN,IND,527,5,532,0.23
Behala Paschim,9,VIJAY KUMAR SINGH,M,GEN,IND,384,1,385,0.17
Maheshtala,1,DULAL CHANDRA DAS,M,GEN,AITC,123575,433,124008,56.38
Maheshtala,2,UMESH DAS,M,GEN,BJP,65827,232,66059,30.03
Maheshtala,3,PRAVAT CHOWDHURY,M,GEN,CPI(M),25127,149,25276,11.49
Maheshtala,4,NOTA,,,NOTA,2043,6,2049,0.93
Maheshtala,5,SUBHENDU BARIK,M,GEN,IND,1162,3,1165,0.53
Maheshtala,6,RINA DEBI,F,GEN,BSP,833,5,838,0.38
Maheshtala,7,DHRUBA KUMAR BOSE,M,GEN,IND,573,1,574,0.26
Budge Budge,1,ASHOK KUMAR DEB,M,GEN,AITC,121401,956,122357,56.41
Budge Budge,2,DR. TARUN KUMAR ADAK,M,GEN,BJP,77224,419,77643,35.8
Budge Budge,3,SK MUJIBAR RAHAMAN,M,GEN,INC,10687,122,10809,4.98
Budge Budge,4,NOTA,,,NOTA,2726,9,2735,1.26
Budge Budge,5,MUKUL CHANDRA JANA,M,GEN,IND,1138,5,1143,0.53
Budge Budge,6,BHARAT LAL DAS,M,GEN,BSP,922,10,932,0.43
Budge Budge,7,UTTAM PAL,M,GEN,SUCI,508,7,515,0.24
Budge Budge,8,BISWAJIT DAS,M,SC,IND Cup,385,2,387,0.18
Budge Budge,9,KASHYAP UPADHYAY,M,GEN,IND,367,4,371,0.17
Metiaburuz,1,ABDUL KHALEQUE MOLLA,M,GEN,AITC,150792,274,151066,76.85
Metiaburuz,2,RAMJIT PRASAD,M,GEN,BJP,31357,105,31462,16.0
Metiaburuz,3,NURUZAMAN MOLLA,M,GEN,RSSCMJP,7362,27,7389,3.76
Metiaburuz,4,NOTA,,,NOTA,3004,4,3008,1.53
Metiaburuz,5,PRANATI PAUL,F,GEN,AMB,825,4,829,0.42
Metiaburuz,6,KRISHNENDU SENGUPTA,M,GEN,IND Walking,731,4,735,0.37
Metiaburuz,7,SAMSAD ALAM,M,GEN,BSP,607,2,609,0.31
Metiaburuz,8,MD. IMTIYAZ ALAM,M,GEN,IND,495,0,495,0.25
Metiaburuz,9,SABNAM BIBI,F,GEN,AIMF,404,5,409,0.21
Metiaburuz,10,FIROZA KHATUN,F,GEN,JSTDVPMTP,308,3,311,0.16
Metiaburuz,11,ANWAR RAZA,M,GEN,IND,268,1,269,0.14
Kolkata Port,1,Firhad Hakim,M,GEN,AITC,105202,341,105543,69.23
Kolkata Port,2,Awadh Kishore Gupta,M,GEN,BJP,36900,89,36989,24.26
Kolkata Port,3,Md Mukhtar,M,GEN,INC,5559,31,5590,3.67
Kolkata Port,4,NOTA,,,NOTA,1355,5,1360,0.89
Kolkata Port,5,Sanjay Dey,M,GEN,IND,1139,0,1139,0.75
Kolkata Port,6,Khan Sarfaraz,M,GEN,BSP,745,3,748,0.49
Kolkata Port,7,Kalpana Chohan,F,GEN,IND,427,1,428,0.28
Kolkata Port,8,Sk Jayed Hossain,M,GEN,SUCI,180,0,180,0.12
Kolkata Port,9,Manjay Kumar Roy,M,GEN,JD(U),174,1,175,0.11
Kolkata Port,10,Jay Prakash Shaw,M,GEN,IND,164,1,165,0.11
Kolkata Port,11,Biswajit Halder,M,GEN,IND,126,0,126,0.08
Bhabanipur,1,Sobhandeb Chattopadhyay,M,GEN,AITC,73048,457,73505,57.71
Bhabanipur,2,Rudranil Ghosh,M,GEN,BJP,44541,245,44786,35.16
Bhabanipur,3,Md. Shadab Khan,M,GEN,INC,5159,52,5211,4.09
Bhabanipur,4,NOTA,,,NOTA,1563,7,1570,1.23
Bhabanipur,5,Anita Rajwar,F,GEN,BSP,555,9,564,0.44
Bhabanipur,6,Chandan Mallick,M,SC,IND,520,3,523,0.41
Bhabanipur,7,Ashraf Alam,M,GEN,IND,487,1,488,0.38
Bhabanipur,8,Bikki Rajak,M,SC,IND,282,1,283,0.22
Bhabanipur,9,Deepak Prasad Singh,M,GEN,IND,230,4,234,0.18
Bhabanipur,10,Narayan Das,M,GEN,IND,207,5,212,0.17
Rashbehari,1,DEBASISH KUMAR,M,GEN,AITC,64838,866,65704,52.79
Rashbehari,2,LT. GEN. (DR.) SUBRATA SAHA,M,GEN,BJP,43907,383,44290,35.59
Rashbehari,3,ASHUTOSH CHATTERJEE,M,GEN,INC,10156,158,10314,8.29
Rashbehari,4,NOTA,,,NOTA,1641,21,1662,1.34
Rashbehari,5,PREETAM KUNDU,M,GEN,IND,666,3,669,0.54
Rashbehari,6,SUSMITA PAL,F,GEN,SUCI,536,10,546,0.44
Rashbehari,7,PANKAJ THAKKAR,M,GEN,IND,341,1,342,0.27
Rashbehari,8,ROMIT CHOWDHURY,M,GEN,NRPI,310,11,321,0.26
Rashbehari,9,NIRAJ AGARWAL,M,GEN,IND,177,4,181,0.15
Rashbehari,10,MUSARAT PARVEEN,F,GEN,IND,131,3,134,0.11
Rashbehari,11,DEBASHIS NATH,M,GEN,IND,121,2,123,0.1
Rashbehari,12,GOPAL GHOSH,M,GEN,IND,96,1,97,0.08
Rashbehari,13,SWAPAN DAS,M,GEN,BMUP,70,2,72,0.06
Ballygunge,1,Subrata Mukherjee,M,GEN,AITC,106223,362,106585,70.6
Ballygunge,2,LOKENATH CHATTERJEE,M,GEN,BJP,31054,172,31226,20.68
Ballygunge,3,Dr. Fuad Halim,M,GEN,CPI(M),8428,46,8474,5.61
Ballygunge,4,NOTA,,,NOTA,1314,3,1317,0.87
Ballygunge,5,Rajendra Ram Das,M,SC,BSP,808,4,812,0.54
Ballygunge,6,KAUSHIK GHOSHAL,M,GEN,IND,642,1,643,0.43
Ballygunge,7,CHHANDA SAHA,F,SC,BNARP,576,4,580,0.38
Ballygunge,8,ANIRBAN SAHA,M,GEN,PMPT,538,3,541,0.36
Ballygunge,9,ZUBIN RASHID,M,GEN,IND,258,0,258,0.17
Ballygunge,10,SANTANU SAHA,M,GEN,IND,213,0,213,0.14
Ballygunge,11,AMITAVA DUTTA,M,GEN,IND,194,1,195,0.13
Ballygunge,12,SEKH SADIK HUSSAIN,M,GEN,UTSAP,116,2,118,0.08
Chowrangee,1,BANDYOPADHYAY NAYNA,F,GEN,AITC,69702,399,70101,62.87
Chowrangee,2,DEVDUTTA MAJI,M,GEN,BJP,24644,113,24757,22.2
Chowrangee,3,SANTOSH KUMAR PATHAK,M,GEN,INC,14184,82,14266,12.8
Chowrangee,4,NOTA,,,NOTA,1207,5,1212,1.09
Chowrangee,5,SWAMINATH KORI,M,SC,BSP,263,1,264,0.24
Chowrangee,6,MANIKA PAUL,F,GEN,SUCI,201,3,204,0.18
Chowrangee,7,SUMANTA BHOWMICK,M,GEN,IND,169,0,169,0.15
Chowrangee,8,SAYANTAN PATRA,M,GEN,IND,162,1,163,0.15
Chowrangee,9,ISHRAT KHAN,M,GEN,IND,109,0,109,0.1
Chowrangee,10,ASHISH AGARWAL,M,GEN,IND,88,4,92,0.08
Chowrangee,11,ANIL KUMAR SINGH,M,GEN,JD(U),79,2,81,0.07
Chowrangee,12,AJAY KUMAR GUPTA,M,GEN,BMF,74,1,75,0.07
Entally,1,Swarna Kamal Saha,M,GEN,AITC,101266,443,101709,64.83
Entally,2,Priyanka Tibrewal,F,GEN,BJP,43248,204,43452,27.7
Entally,3,Md. Iqbal Alam,M,GEN,RSSCMJP,4297,57,4354,2.78
Entally,4,Prabir Dasgupta,M,GEN,IND,1934,0,1934,1.23
Entally,5,NOTA,,,NOTA,980,11,991,0.63
Entally,6,Md. Fayaz,M,GEN,BSP,824,3,827,0.53
Entally,7,Goutam Prasad,M,SC,WBSP,797,1,798,0.51
Entally,8,Mousumi Roy,F,GEN,IND,769,1,770,0.49
Entally,9,Saleha Tabassum,F,GEN,IND,671,0,671,0.43
Entally,10,Md. Imran,M,GEN,IND,349,1,350,0.22
Entally,11,Md. Enayetullah Ansari,M,GEN,AIMF,248,1,249,0.16
Entally,12,Kundan Kumar Shaw,M,GEN,IND,205,2,207,0.13
Entally,13,Ashok Das,M,SC,IND,155,1,156,0.1
Entally,14,Arindam Roy,M,GEN,IND,137,0,137,0.09
Entally,15,Md. Nurul Huda,M,GEN,JD(U),135,2,137,0.09
Entally,16,Swarnalata Sarkar,F,GEN,BNARP,131,1,132,0.08
Beleghata,1,PARESH PAUL,M,GEN,AITC,102478,704,103182,65.1
Beleghata,2,KASHINATH BISWAS,M,GEN,BJP,35817,225,36042,22.74
Beleghata,3,RAJIB BISWAS,M,SC,CPI(M),13908,137,14045,8.86
Beleghata,4,NOTA,,,NOTA,1559,5,1564,0.99
Beleghata,5,SURENDAR TEWARI,M,GEN,IND,1168,0,1168,0.74
Beleghata,6,ARJUN KUMAR DAS,M,GEN,BSP,751,6,757,0.48
Beleghata,7,SUSOVAN DUTTA,M,GEN,IND,445,1,446,0.28
Beleghata,8,SHAHAWAZ AFZAL,M,GEN,IND,435,2,437,0.28
Beleghata,9,BAPI PAUL,M,GEN,ABHM,204,2,206,0.13
Beleghata,10,RAKESH SHAW,M,GEN,IND,166,11,177,0.11
Beleghata,11,TARUN KUMAR DAS,M,GEN,SUCI,164,4,168,0.11
Beleghata,12,AVIJIT GHOSH,M,GEN,IND,134,0,134,0.08
Beleghata,13,DIP SANKAR NAIYA,M,SC,IND,89,5,94,0.06
Beleghata,14,MANASH CHOWDHURY,M,GEN,IND,84,2,86,0.05
Jorasanko,1,VIVEK GUPTA,M,GEN,AITC,51904,219,52123,52.67
Jorasanko,2,MEENA DEVI PUROHIT,F,GEN,BJP,39238,142,39380,39.8
Jorasanko,3,AJMAL KHAN,M,GEN,INC,4736,33,4769,4.82
Jorasanko,4,NOTA,,,NOTA,1024,4,1028,1.04
Jorasanko,5,NIRMAL KANTI SAMADDAR,M,GEN,BSP,411,1,412,0.42
Jorasanko,6,BIJNAN KUMAR BERA,M,GEN,SUCI,405,3,408,0.41
Jorasanko,7,NAWAL MONDAL,M,GEN,IND,359,2,361,0.36
Jorasanko,8,SUSHANTA GHOSH,M,GEN,IND,178,1,179,0.18
Jorasanko,9,RANJIT KUMAR THAKUR,M,GEN,IND,103,1,104,0.11
Jorasanko,10,ANAND SINGH KHARWAR,M,GEN,IND,96,0,96,0.1
Jorasanko,11,ANIL KUMAR CHOUDHARY,M,GEN,IND,94,1,95,0.1
Shyampukur,1,Dr. SHASHI PANJA,F,GEN,AITC,55184,601,55785,54.18
Shyampukur,2,SANDIPAN BISWAS,M,GEN,BJP,33099,166,33265,32.31
Shyampukur,3,JIBAN PRAKASH SAHA,M,GEN,AIFB,10655,173,10828,10.52
Shyampukur,4,NOTA,,,NOTA,1053,10,1063,1.03
Shyampukur,5,SURAJIT GHOSH,M,GEN,IND,639,0,639,0.62
Shyampukur,6,MUNNI MALI,F,GEN,SJSMP,406,3,409,0.4
Shyampukur,7,TARKESH RAI,M,GEN,IND,279,1,280,0.27
Shyampukur,8,SANJAY NANDI,M,GEN,IND,180,6,186,0.18
Shyampukur,9,PRAVEEN KUMAR JAIN,M,GEN,IND,138,1,139,0.13
Shyampukur,10,Chhaya Ghosh,F,GEN,IND,119,3,122,0.12
Shyampukur,11,CHINMOY BISWAS,M,GEN,IND,106,4,110,0.11
Shyampukur,12,PURNIMA BANERJEE,F,GEN,IND,94,0,94,0.09
Shyampukur,13,DILIP DAS,M,GEN,IND CALCULATOR,49,1,50,0.05
Maniktala,1,Sadhan Pande,M,GEN,AITC,67180,397,67577,50.82
Maniktala,2,Kalyan Chaubey,M,GEN,BJP,47180,159,47339,35.6
Maniktala,3,Rupa Bagchi,F,GEN,CPI(M),13390,123,13513,10.16
Maniktala,4,NOTA,,,NOTA,1413,7,1420,1.07
Maniktala,5,Nimai Nath,M,GEN,IND,783,0,783,0.59
Maniktala,6,Ajay Prajapati,M,GEN,BSP,667,2,669,0.5
Maniktala,7,Subir Das,M,SC,BMUP,405,3,408,0.31
Maniktala,8,Somnath Das,M,GEN,IND,390,0,390,0.29
Maniktala,9,Somen Das,M,GEN,IND,257,0,257,0.19
Maniktala,10,Moumita Manna,F,GEN,IND,239,1,240,0.18
Maniktala,11,Tarun Banerjee,M,GEN,SP(I),203,0,203,0.15
Maniktala,12,Bablu Dey,M,GEN,IND,168,0,168,0.13
Kashipur-Belgachhia,1,Atin Ghosh,M,GEN,AITC,75274,908,76182,56.48
Kashipur-Belgachhia,2,Sibaji Sinha Roy,M,GEN,BJP,40424,368,40792,30.24
Kashipur-Belgachhia,3,PRATIP DASGUPTA,M,GEN,CPI(M),14504,253,14757,10.94
Kashipur-Belgachhia,4,NOTA,,,NOTA,1564,13,1577,1.17
Kashipur-Belgachhia,5,SHIO KUMAR KHATIK,M,SC,BSP,532,7,539,0.4
Kashipur-Belgachhia,6,Rajesh Kumar Das,M,SC,IND,233,1,234,0.17
Kashipur-Belgachhia,7,KUSH MAHALI,M,ST,IND,229,5,234,0.17
Kashipur-Belgachhia,8,SHREE NARAYAN TANDON,M,GEN,IND,206,1,207,0.15
Kashipur-Belgachhia,9,TAPAS GHOSH,M,GEN,IND,206,0,206,0.15
Kashipur-Belgachhia,10,MD SHAKIL,M,GEN,IND,137,7,144,0.11
Bally,1,RANA CHATTERJEE,M,GEN,AITC,53223,124,53347,42.38
Bally,2,BAISHALI DALMIYA,F,GEN,BJP,46992,118,47110,37.43
Bally,3,DIPSITA DHAR,F,GEN,CPI(M),21924,116,22040,17.51
Bally,4,NOTA,,,NOTA,1204,2,1206,0.96
Bally,5,RAJKUMAR DHANUK,M,SC,IND,586,1,587,0.47
Bally,6,PUTUL CHOWDHURY,F,GEN,SUCI,442,0,442,0.35
Bally,7,SURYA KANTA GHOSH,M,GEN,IND,404,0,404,0.32
Bally,8,JITENDRA PRASAD,M,GEN,IND,292,0,292,0.23
Bally,9,MAYA SAMANTA,F,GEN,IND,171,1,172,0.14
Bally,10,INDRANATH DAS,M,SC,IND,98,0,98,0.08
Bally,11,GOUTAM DAS,M,SC,IND,93,0,93,0.07
Bally,12,UJJWALA BISWAS,F,SC,IND,82,0,82,0.07
Howrah Uttar,1,GAUTAM CHOWDHURI,M,GEN,AITC,71408,167,71575,47.81
Howrah Uttar,2,UMESH RAI,M,GEN,BJP,65936,117,66053,44.12
Howrah Uttar,3,PAWAN KUMAR SINGH,M,GEN,CPI(M),8091,42,8133,5.43
Howrah Uttar,4,NOTA,,,NOTA,1668,2,1670,1.12
Howrah Uttar,5,SUBHASH KUMAR SINGHI,M,GEN,IND,911,0,911,0.61
Howrah Uttar,6,SUNIL SAU,M,GEN,IND,302,0,302,0.2
Howrah Uttar,7,ASHOK KUMAR SHARMA,M,GEN,HAMS,250,1,251,0.17
Howrah Uttar,8,SHYAM PRASAD RAM,M,SC,IND,167,0,167,0.11
Howrah Uttar,9,VIJAY SHAH,M,GEN,IND,162,0,162,0.11
Howrah Uttar,10,SISIR SAMANTA,M,GEN,IND,104,2,106,0.07
Howrah Uttar,11,DHARMENDRA RAI,M,GEN,IND,103,1,104,0.07
Howrah Uttar,12,GANESHLAL GUPTA,M,GEN,NRPI,98,0,98,0.07
Howrah Uttar,13,VINIT KUMAR RAI,M,GEN,IND,97,0,97,0.06
Howrah Uttar,14,RAJ KUMAR PASWAN,M,SC,BMF,91,0,91,0.06
Howrah Madhya,1,"Arup Roy, S/o Late Prabhat Roy",M,GEN,AITC,111343,211,111554,57.16
Howrah Madhya,2,Sanjay Singh,M,GEN,BJP,64885,122,65007,33.31
Howrah Madhya,3,Palash Bhandari,M,GEN,INC,12904,38,12942,6.63
Howrah Madhya,4,NOTA,,,NOTA,2734,1,2735,1.4
Howrah Madhya,5,Anamika Singh,F,GEN,JD(U),544,1,545,0.28
Howrah Madhya,6,Samir Mondal,M,GEN,IND,488,0,488,0.25
Howrah Madhya,7,Subrata Mondal,M,SC,IND,460,0,460,0.24
Howrah Madhya,8,Shrirup Das,M,GEN,SUCI,282,2,284,0.15
Howrah Madhya,9,"Arup Roy, S/o Late Gopal Roy",M,SC,IND,267,0,267,0.14
Howrah Madhya,10,Md. Nazir Alam,M,GEN,IND,243,0,243,0.12
Howrah Madhya,11,Pankoj Gar,M,SC,IND,238,1,239,0.12
Howrah Madhya,12,Chandrakant Jaiswal,M,GEN,VINPA,153,1,154,0.08
Howrah Madhya,13,Babu Malick,M,SC,IND,124,1,125,0.06
Howrah Madhya,14,Pradip Kanji,M,SC,IND,101,0,101,0.05
Shibpur,1,Manoj Tiwary,M,GEN,AITC,92048,324,92372,50.69
Shibpur,2,Rathin Chakrabarty,M,GEN,BJP,59574,195,59769,32.8
Shibpur,3,Jagannath Bhattacharyya,M,GEN,AIFB,24817,153,24970,13.7
Shibpur,4,NOTA,,,NOTA,1901,11,1912,1.05
Shibpur,5,Surojit Das,M,GEN,IND,905,2,907,0.5
Shibpur,6,Rajib Bhattacharya,M,GEN,IND,638,0,638,0.35
Shibpur,7,Kartick Shil,M,GEN,SUCI,600,1,601,0.33
Shibpur,8,Anupam Sarkar,M,GEN,IND,342,1,343,0.19
Shibpur,9,Pritam Das,M,SC,IND,267,4,271,0.15
Shibpur,10,Abhisek Kumar Chatterjee,M,GEN,IND,244,5,249,0.14
Shibpur,11,Arim Roy,M,GEN,IND,186,1,187,0.1
Howrah Dakshin,1,NANDITA CHOWDHURY,F,GEN,AITC,116651,188,116839,53.86
Howrah Dakshin,2,RANTIDEV SENGUPTA,M,GEN,BJP,66088,182,66270,30.55
Howrah Dakshin,3,SUMITRO ADHIKARY,M,GEN,CPI(M),27168,119,27287,12.58
Howrah Dakshin,4,NOTA,,,NOTA,2937,11,2948,1.36
Howrah Dakshin,5,SUSHANTA MONDAL,M,GEN,IND,1063,0,1063,0.49
Howrah Dakshin,6,AMIT KUMAR GHOSH,M,GEN,JD(U),654,0,654,0.3
Howrah Dakshin,7,SAMRAT CHATTOPADHYAY,M,GEN,IND,457,1,458,0.21
Howrah Dakshin,8,TAPAS KUMAR DAS,M,GEN,SUCI,320,2,322,0.15
Howrah Dakshin,9,MAMATA BANERJEE,F,GEN,IND,321,1,322,0.15
Howrah Dakshin,10,SAMIR BACHAR,M,SC,IND,313,0,313,0.14
Howrah Dakshin,11,RAJESH KUMAR SINGH,M,GEN,IND,170,1,171,0.08
Howrah Dakshin,12,SAJAL SARDAR,M,SC,IND,157,0,157,0.07
Howrah Dakshin,13,PABITRA BISWAS,M,SC,IND,135,1,136,0.06
Sankrail,1,PRIYA PAUL,F,SC,AITC,111758,130,111888,50.37
Sankrail,2,PROBHAKAR PANDIT,M,SC,BJP,71333,128,71461,32.17
Sankrail,3,SAMIR MALICK,M,SC,CPI(M),34077,67,34144,15.37
Sankrail,4,NOTA,,,NOTA,1848,2,1850,0.83
Sankrail,5,SAMIR SHIT,M,SC,IND,1006,0,1006,0.45
Sankrail,6,SUVOMAY KHELO,M,SC,IND,522,0,522,0.24
Sankrail,7,TAPAS DOLUI,M,SC,IND,518,2,520,0.23
Sankrail,8,BIMAL KANTI NASKAR,M,SC,IND,396,0,396,0.18
Sankrail,9,BUDHEN PATRA,M,SC,IND,339,1,340,0.15
Panchla,1,GULSAN MULLICK,M,GEN,AITC,104377,195,104572,48.19
Panchla,2,MOHIT LAL GHANTI,M,GEN,BJP,71695,126,71821,33.1
Panchla,3,ABDUL JALIL SK,M,GEN,RSSCMJP,35543,33,35576,16.39
Panchla,4,NOTA,,,NOTA,2405,6,2411,1.11
Panchla,5,AMAR CHATTERJEE,M,GEN,AMB,1408,3,1411,0.65
Panchla,6,SHYAMAL MONDAL,M,SC,IND,1218,0,1218,0.56
Uluberia Purba,1,BIDESH RANJAN BOSE,M,GEN,AITC,86322,204,86526,44.83
Uluberia Purba,2,PRATYUSH MANDAL,M,GEN,BJP,69110,290,69400,35.95
Uluberia Purba,3,ABBAS UDDIN KHAN,M,GEN,RSSCMJP,30377,81,30458,15.78
Uluberia Purba,4,NOTA,,,NOTA,2100,11,2111,1.09
Uluberia Purba,5,SUSHANTA DOLUI,M,SC,IND,1616,1,1617,0.84
Uluberia Purba,6,ANOWAR MALLICK,M,GEN,IUC,1231,2,1233,0.64
Uluberia Purba,7,GANESH DAS,M,SC,IND Carrom,1074,1,1075,0.56
Uluberia Purba,8,SIYABADDIN KAJI,M,GEN,IND,600,1,601,0.31
Uluberia Uttar,1,Dr. Nirmal Maji,M,SC,AITC,91324,177,91501,49.25
Uluberia Uttar,2,CHIRAN BERA,M,SC,BJP,70378,120,70498,37.95
Uluberia Uttar,3,Ashok Dalui,M,SC,CPI(M),19259,33,19292,10.38
Uluberia Uttar,4,NOTA,,,NOTA,1244,4,1248,0.67
Uluberia Uttar,5,NIRAPADA PANDIT,M,SC,IND Glass,1181,0,1181,0.64
Uluberia Uttar,6,Avijit Das,M,SC,IND,935,0,935,0.5
Uluberia Uttar,7,VIBEKANANDA MONDAL,M,SC,IND,758,0,758,0.41
Uluberia Uttar,8,Ganesh Chandra Hazra,M,SC,IND,365,2,367,0.2
Uluberia Dakshin,1,PULAK ROY,M,GEN,AITC,101796,84,101880,50.37
Uluberia Dakshin,2,PAPIA DEY (ADHIKARY),F,GEN,BJP,73363,79,73442,36.31
Uluberia Dakshin,3,SK KUTUB UDDIN AHMED,M,GEN,AIFB,21098,12,21110,10.44
Uluberia Dakshin,4,NOTA,,,NOTA,1473,1,1474,0.73
Uluberia Dakshin,5,AMAL KUMAR BARMAN,M,SC,IND,1314,0,1314,0.65
Uluberia Dakshin,6,JAYANTA KHATUA,M,GEN,SUCI,1165,0,1165,0.58
Uluberia Dakshin,7,RAM PROSAD GHORAI,M,SC,IUC,1024,0,1024,0.51
Uluberia Dakshin,8,SUJIT MONDAL,M,SC,IND,857,0,857,0.42
Shyampur,1,KALIPADA MANDAL,M,GEN,AITC,114542,262,114804,51.74
Shyampur,2,TNUSREE CHAKRABORTY,F,GEN,BJP,83129,164,83293,37.54
Shyampur,3,AMITABHA CHAKRABORTI,M,GEN,INC,20382,26,20408,9.2
Shyampur,4,NOTA,,,NOTA,1141,1,1142,0.51
Shyampur,5,PRADIP MANDAL,M,GEN,SUCI,1001,1,1002,0.45
Shyampur,6,SANKAR MANDAL,M,SC,IND,632,0,632,0.28
Shyampur,7,TUSHARKANTI MAL,M,GEN,IND,607,1,608,0.27
Bagnan,1,Arunava Sen (Raja),M,GEN,AITC,105867,175,106042,53.04
Bagnan,2,Anupam Mallik,M,GEN,BJP,75781,141,75922,37.97
Bagnan,3,Sk Bosir Ahmed,M,GEN,CPI(M),14512,43,14555,7.28
Bagnan,4,NOTA,,,NOTA,1546,2,1548,0.77
Bagnan,5,Sanjit Patra,M,GEN,IND Walking,906,0,906,0.45
Bagnan,6,Pampa Sarkar Bera,F,GEN,SUCI,462,2,464,0.23
Bagnan,7,Subhasish Adhikary,M,GEN,IND,284,0,284,0.14
Bagnan,8,Ramesh Khanra,M,SC,IND,213,1,214,0.11
Amta,1,SUKANTA KUMAR PAUL,M,GEN,AITC,102344,101,102445,49.06
Amta,2,DEBTANU BHATTACHARYA,M,GEN,BJP,76180,60,76240,36.51
Amta,3,ASIT MITRA,M,GEN,INC,25081,28,25109,12.02
Amta,4,NOTA,,,NOTA,1302,0,1302,0.62
Amta,5,BISWANATH DAS,M,SC,IND,1265,1,1266,0.61
Amta,6,SANJEEB SANTRA,M,GEN,SUCI,1136,3,1139,0.55
Amta,7,RATAN CHANDRA MALICK,M,SC,IND,783,0,783,0.37
Amta,8,DILIP KUMAR HAIT,M,SC,IND,526,0,526,0.25
Udaynarayanpur,1,SAMIR KUMAR PANJA,M,GEN,AITC,101023,487,101510,51.21
Udaynarayanpur,2,SUMIT RANJAN KARAR,M,GEN,BJP,87338,174,87512,44.15
Udaynarayanpur,3,ALOKE KOLEY,M,GEN,INC,5158,20,5178,2.61
Udaynarayanpur,4,ARNAB ADHIKARY,M,GEN,IND,1716,2,1718,0.87
Udaynarayanpur,5,NOTA,,,NOTA,1216,4,1220,0.62
Udaynarayanpur,6,SAMIT KARMAKAR,M,GEN,IND,1072,1,1073,0.54
Jagatballavpur,1,SITANATH GHOSH,M,GEN,AITC,116137,425,116562,49.45
Jagatballavpur,2,ANUPAM GHOSH,M,GEN,BJP,87016,350,87366,37.06
Jagatballavpur,3,SK SABBIR AHMED,M,GEN,RSSCMJP,25279,83,25362,10.76
Jagatballavpur,4,NOTA,,,NOTA,2760,9,2769,1.17
Jagatballavpur,5,GOBARDHAN MANNA,M,GEN,IUC,1971,1,1972,0.84
Jagatballavpur,6,PANCHANAN MAHANTA,M,GEN,IND,1688,2,1690,0.72
Domjur,1,KALYAN GHOSH,M,GEN,AITC,130278,221,130499,52.0
Domjur,2,RAJIB BANERJEE S/O- LATE DHANANJOY BANERJEE,M,GEN,BJP,87766,113,87879,35.01
Domjur,3,UTTAM BERA,M,GEN,CPI(M),22727,41,22768,9.07
Domjur,4,SUMANTA KAYAL,M,SC,IND,2855,0,2855,1.14
Domjur,5,NOTA,,,NOTA,2078,4,2082,0.83
Domjur,6,SUBHAS SANTRA,M,SC,IND,1712,0,1712,0.68
Domjur,7,RAJANI BEGUM,F,GEN,BNARP,1300,0,1300,0.52
Domjur,8,SUBIR DALUI,M,SC,IND,424,0,424,0.17
Domjur,9,SK. SHAMIM HOSSAIN,M,GEN,IND,272,0,272,0.11
Domjur,10,TANMOY DAS,M,SC,IND,236,0,236,0.09
Domjur,11,RAJIB BANERJEE S/O- AMARNATH BANERJEE,M,GEN,IND,225,0,225,0.09
Domjur,12,NANDITA ROY,F,SC,IND,218,0,218,0.09
Domjur,13,SRIKUMAR NASKAR,M,SC,IND Chalata,198,0,198,0.08
Domjur,14,SANCHAYITA GHOSH,F,GEN,IND,172,0,172,0.07
Domjur,15,RAJIB MONDAL,M,GEN,IND,138,0,138,0.05
Uttarpara,1,KANCHAN MULLICK,M,GEN,AITC,93334,544,93878,46.96
Uttarpara,2,PRABIR KUMAR GHOSAL,M,GEN,BJP,57603,286,57889,28.96
Uttarpara,3,RAJAT BANERJEE (BAPPA),M,GEN,CPI(M),42376,342,42718,21.37
Uttarpara,4,NOTA,,,NOTA,3342,11,3353,1.68
Uttarpara,5,SOURAV ROY,M,GEN,CPI(ML)(L),1217,6,1223,0.61
Uttarpara,6,RANJAN MUKHERJEE,M,GEN,IND,826,7,833,0.42
Sreerampur,1,DR. SUDIPTO ROY,M,GEN,AITC,92435,586,93021,49.46
Sreerampur,2,KABIR SHANKAR BOSE,M,GEN,BJP,69241,347,69588,37.0
Sreerampur,3,ALOK RANJAN BANERJEE,M,GEN,INC,19223,178,19401,10.32
Sreerampur,4,NOTA,,,NOTA,2387,13,2400,1.28
Sreerampur,5,BISWANATH BHATTACHERJEE,M,GEN,IND,1073,2,1075,0.57
Sreerampur,6,SANTOSH KUMAR SINGH,M,GEN,IND,906,8,914,0.49
Sreerampur,7,MANGAL SARKAR,M,SC,BAHUMP,905,9,914,0.49
Sreerampur,8,SAMIR SARKAR,M,GEN,SUCI,757,11,768,0.41
Champdani,1,ARINDAM GUIN (BUBAI),M,GEN,AITC,100512,460,100972,50.2
Champdani,2,DILIP SINGH,M,GEN,BJP,70617,277,70894,35.25
Champdani,3,ABDUL MANNAN,M,GEN,INC,23053,219,23272,11.57
Champdani,4,NOTA,,,NOTA,3338,9,3347,1.66
Champdani,5,ARABIND KUMAR RABIDAS,M,SC,IND,807,1,808,0.4
Champdani,6,MANGAL SARKAR,M,SC,BAHUMP,781,9,790,0.39
